codigo,descricao,grau_risco
2833-0/00,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação",3
2840-2/00,"Fabricação de máquinas-ferramenta, peças e acessórios",3
2851-8/00,"Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios",3
2852-6/00,"Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo",3
2853-4/00,"Fabricação de tratores, peças e acessórios, exceto agrícolas",3
2854-2/00,"Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores",3
2861-5/00,"Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta",3
2862-3/00,"Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios",3
2863-1/00,"Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios",3
2864-0/00,"Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados, peças e acessórios",3
2865-8/00,"Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos, peças e acessórios",3
2866-6/00,"Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios",3
2869-1/00,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios",3
2910-7/01,"Fabricação de automóveis, camionetas e utilitários",3
2910-7/02,"Fabricação de chassis com motor para automóveis, camionetas e utilitários",3
2910-7/03,"Fabricação de motores para automóveis, camionetas e utilitários",3
2920-4/01,Fabricação de caminhões e ônibus,3
2920-4/02,Fabricação de motores para caminhões e ônibus,3
2930-1/01,"Fabricação de cabines, carrocerias e reboques para caminhões",3
2930-1/02,Fabricação de carrocerias para ônibus,3
2930-1/03,"Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus",3
2941-7/00,Fabricação de peças e acessórios para o sistema motor de veículos automotores,3
2942-5/00,Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores,3
2943-3/00,Fabricação de peças e acessórios para o sistema de freios de veículos automotores,3
2944-1/00,Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores,3
2945-0/00,"Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias",3
2949-2/01,Fabricação de bancos e estofados para veículos automotores,3
2949-2/99,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,3
2950-6/00,Recondicionamento e recuperação de motores para veículos automotores,3
3011-3/01,Construção de embarcações de grande porte,3
3011-3/02,"Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte",3
3012-1/00,Construção de embarcações para esporte e lazer,3
3031-8/00,"Fabricação de locomotivas, vagões e outros materiais rodantes",3
3032-6/00,Fabricação de peças e acessórios para veículos ferroviários,3
3041-5/00,Fabricação de aeronaves,3
3042-3/00,"Fabricação de turbinas, motores e outros componentes e peças para aeronaves",3
3050-4/00,Fabricação de veículos militares de combate,3
3091-1/01,Fabricação de motocicletas,3
3091-1/02,Fabricação de peças e acessórios para motocicletas,3
3092-0/00,"Fabricação de bicicletas e triciclos não motorizados, peças e acessórios",3
3099-7/00,Fabricação de equipamentos de transporte não especificados anteriormente,3
3101-2/00,Fabricação de móveis com predominância de madeira,3
3102-1/00,Fabricação de móveis com predominância de metal,3
3103-9/00,"Fabricação de móveis de outros materiais, exceto madeira e metal",3
3104-7/00,Fabricação de colchões,2
3211-6/01,Lapidação de gemas,3
3211-6/02,Fabricação de artefatos de joalheria e ourivesaria,3
3211-6/03,Cunhagem de moedas e medalhas,3
3212-4/00,Fabricação de bijuterias e artefatos semelhantes,3
3220-5/00,"Fabricação de instrumentos musicais, peças e acessórios",3
3230-2/00,Fabricação de artefatos para pesca e esporte,3
3240-0/01,Fabricação de jogos eletrônicos,3
3240-0/02,"Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação",3
3240-0/03,"Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação",3
3240-0/99,Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente,3
3250-7/01,"Fabricação de instrumentos não eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório",3
3250-7/02,"Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório",3
3250-7/03,Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda,3
3250-7/04,"Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda",3
3250-7/05,Fabricação de materiais para medicina e odontologia,3
3250-7/06,Serviços de prótese dentária,3
3250-7/07,Fabricação de artigos ópticos,3
3250-7/09,Serviço de laboratório óptico,3
3291-4/00,"Fabricação de escovas, pincéis e vassouras",3
3292-2/01,Fabricação de roupas de proteção e segurança e resistentes a fogo,3
3292-2/02,Fabricação de equipamentos e acessórios para segurança pessoal e profissional,3
3299-0/01,Fabricação de guarda-chuvas e similares,3
3299-0/02,"Fabricação de canetas, lápis e outros artigos para escritório",3
3299-0/03,"Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos",3
3299-0/04,Fabricação de painéis e letreiros luminosos,3
3299-0/05,Fabricação de aviamentos para costura,3
3299-0/06,"Fabricação de velas, inclusive decorativas",3
3299-0/99,Fabricação de produtos diversos não especificados anteriormente,3
3311-2/00,"Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos",3
3312-1/02,"Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle",3
3312-1/03,Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,3
3312-1/04,Manutenção e reparação de equipamentos e instrumentos ópticos,3
3313-9/01,"Manutenção e reparação de geradores, transformadores e motores elétricos",3
3313-9/02,"Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos",3
3313-9/99,"Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente",3
3314-7/01,Manutenção e reparação de máquinas motrizes não elétricas,3
3314-7/02,"Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas",3
3314-7/03,Manutenção e reparação de válvulas industriais,3
3314-7/04,Manutenção e reparação de compressores,3
3314-7/05,Manutenção e reparação de equipamentos de transmissão para fins industriais,3
3314-7/06,"Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas",3
3314-7/07,Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial,3
3314-7/08,"Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas",3
3314-7/09,"Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não eletrônicos para escritório",3
3314-7/10,Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente,3
3314-7/11,Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária,3
3314-7/12,Manutenção e reparação de tratores agrícolas,3
3314-7/13,Manutenção e reparação de máquinas-ferramenta,3
3314-7/14,Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo,3
3314-7/15,"Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo",3
3314-7/16,"Manutenção e reparação de tratores, exceto agrícolas",3
3314-7/17,"Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores",3
3314-7/18,"Manutenção e reparação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta",3
3314-7/19,"Manutenção e reparação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo",3
3314-7/20,"Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados",3
3314-7/21,"Manutenção e reparação de máquinas e aparelhos para a indústria de celulose, papel e papelão e artefatos",3
3314-7/22,Manutenção e reparação de máquinas e aparelhos para a indústria do plástico,3
3314-7/99,Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente,3
3315-5/00,Manutenção e reparação de veículos ferroviários,3
3316-3/01,"Manutenção e reparação de aeronaves, exceto a manutenção na pista",3
3316-3/02,Manutenção de aeronaves na pista,3
3317-1/01,Manutenção e reparação de embarcações e estruturas flutuantes,3
3317-1/02,Manutenção e reparação de embarcações para esporte e lazer,3
3319-8/00,Manutenção e reparação de equipamentos e produtos não especificados anteriormente,3
3321-0/00,Instalação de máquinas e equipamentos industriais,3
3329-5/01,Serviços de montagem de móveis de qualquer material,3
3329-5/99,Instalação de outros equipamentos não especificados anteriormente,3
3511-5/01,Geração de energia elétrica,3
3511-5/02,Atividades de coordenação e controle da operação da geração e transmissão de energia elétrica,3
3512-3/00,Transmissão de energia elétrica,3
3513-1/00,Comércio atacadista de energia elétrica,3
3514-0/00,Distribuição de energia elétrica,3
3520-4/01,Produção de gás; processamento de gás natural,3
3520-4/02,Distribuição de combustíveis gasosos por redes urbanas,3
3530-1/00,"Produção e distribuição de vapor, água quente e ar condicionado",3
3600-6/01,"Captação, tratamento e distribuição de água",3
3600-6/02,Distribuição de água por caminhões,3
3701-1/00,Gestão de redes de esgoto,3
3702-9/00,"Atividades relacionadas a esgoto, exceto a gestão de redes",3
3811-4/00,Coleta de resíduos não perigosos,3
3812-2/00,Coleta de resíduos perigosos,3
3821-1/00,Tratamento e disposição de resíduos não perigosos,3
3822-0/00,Tratamento e disposição de resíduos perigosos,3
3831-9/01,Recuperação de sucatas de alumínio,3
3831-9/99,"Recuperação de materiais metálicos, exceto alumínio",3
3832-7/00,Recuperação de materiais plásticos,3
3839-4/01,Usinas de compostagem,3
3839-4/99,Recuperação de materiais não especificados anteriormente,3
3900-5/00,Descontaminação e outros serviços de gestão de resíduos,3
4110-7/00,Incorporação de empreendimentos imobiliários,1
4120-4/00,Construção de edifícios,3
4211-1/01,Construção de rodovias e ferrovias,4
4211-1/02,Pintura para sinalização em pistas rodoviárias e aeroportos,4
4212-0/00,Construção de obras de arte especiais,4
4213-8/00,"Obras de urbanização - ruas, praças e calçadas",3
4221-9/01,"Construção de barragens e represas para geração de energia 
elétrica",4
4221-9/02,Construção de estações e redes de distribuição de energia elétrica,4
4221-9/03,Manutenção de redes de distribuição de energia elétrica,4
4221-9/04,Construção de estações e redes de telecomunicações,4
4221-9/05,Manutenção de estações e redes de telecomunicações,4
4222-7/01,"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação",4
4222-7/02,Obras de irrigação,4
4223-5/00,"Construção de redes de transportes por dutos, exceto para água e esgoto",4
4291-0/00,"Obras portuárias, marítimas e fluviais",4
4292-8/01,Montagem de estruturas metálicas,4
4292-8/02,Obras de montagem industrial,4
4299-5/01,Construção de instalações esportivas e recreativas,3
4299-5/99,Outras obras de engenharia civil não especificadas anteriormente,3
4311-8/01,Demolição de edifícios e outras estruturas,4
4311-8/02,Preparação de canteiro e limpeza de terreno,4
4312-6/00,Perfurações e sondagens,4
4313-4/00,Obras de terraplenagem,3
4319-3/00,Serviços de preparação do terreno não especificados anteriormente,3
4321-5/00,Instalação e manutenção elétrica,3
4322-3/01,"Instalações hidráulicas, sanitárias e de gás",3
4322-3/02,"Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração",3
4322-3/03,Instalações de sistema de prevenção contra incêndio,3
4329-1/01,Instalação de painéis publicitários,3
4329-1/02,"Instalação de equipamentos para orientação à navegação marítima, fluvial e lacustre",3
4329-1/03,"Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes",3
4329-1/04,"Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos",3
4329-1/05,"Tratamentos térmicos, acústicos ou de vibração",3
4329-1/99,Outras obras de instalações em construções não especificadas anteriormente,3
4330-4/01,Impermeabilização em obras de engenharia civil,3
4330-4/02,"Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material",3
4330-4/03,Obras de acabamento em gesso e estuque,3
4330-4/04,Serviços de pintura de edifícios em geral,3
4330-4/05,Aplicação de revestimentos e de resinas em interiores e exteriores,3
4330-4/99,Outras obras de acabamento da construção,3
4391-6/00,Obras de fundações,4
4399-1/01,Administração de obras,3
4399-1/02,Montagem e desmontagem de andaimes e outras estruturas temporárias,3
4399-1/03,Obras de alvenaria,3
4399-1/04,Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras,3
4399-1/05,Perfuração e construção de poços de água,3
4399-1/99,Serviços especializados para construção não especificados anteriormente,3
4511-1/01,"Comércio a varejo de automóveis, camionetas e utilitários novos",2
4511-1/02,"Comércio a varejo de automóveis, camionetas e utilitários usados",2
4511-1/03,"Comércio por atacado de automóveis, camionetas e utilitários novos e usados",2
4511-1/04,Comércio por atacado de caminhões novos e usados,2
4511-1/05,Comércio por atacado de reboques e semireboques novos e usados,2
4511-1/06,Comércio por atacado de ônibus e micro-ônibus novos e usados,2
4512-9/01,Representantes comerciais e agentes do comércio de veículos automotores,2
4512-9/02,Comércio sob consignação de veículos automotores,2
4520-0/01,Serviços de manutenção e reparação mecânica de veículos automotores,3
4520-0/02,Serviços de lanternagem ou funilaria e pintura de veículos automotores,3
4520-0/03,Serviços de manutenção e reparação elétrica de veículos automotores,3
4520-0/04,Serviços de alinhamento e balanceamento de veículos automotores,3
4520-0/05,"Serviços de lavagem, lubrificação e polimento de veículos automotores",3
4520-0/06,Serviços de borracharia para veículos automotores,3
4520-0/07,"Serviços de instalação, manutenção e reparação de acessórios para veículos automotores",3
4520-0/08,Serviços de capotaria,3
4530-7/01,Comércio por atacado de peças e acessórios novos para veículos automotores,2
4530-7/02,Comércio por atacado de pneumáticos e câmaras-de-ar,2
4530-7/03,Comércio a varejo de peças e acessórios novos para veículos automotores,2
4530-7/04,Comércio a varejo de peças e acessórios usados para veículos automotores,2
4530-7/05,Comércio a varejo de pneumáticos e câmaras-de-ar,2
4530-7/06,Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores,2
4541-2/01,Comércio por atacado de motocicletas e motonetas,2
4541-2/02,Comércio por atacado de peças e acessórios para motocicletas e motonetas,2
4541-2/03,Comércio a varejo de motocicletas e motonetas novas,2
4541-2/04,Comércio a varejo de motocicletas e motonetas usadas,2
4541-2/06,Comércio a varejo de peças e acessórios novos para motocicletas e motonetas,2
4541-2/07,Comércio a varejo de peças e acessórios usados para motocicletas e motonetas,2
4542-1/01,"Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios",2
4542-1/02,Comércio sob consignação de motocicletas e motonetas,2
4543-9/00,Manutenção e reparação de motocicletas e motonetas,3
4611-7/00,Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos,2
4612-5/00,"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos",2
4613-3/00,"Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens",2
4614-1/00,"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves",2
4615-0/00,"Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico",2
4616-8/00,"Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem",2
4617-6/00,"Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo",2
4618-4/01,"Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria",2
4618-4/02,Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares,2
4618-4/03,"Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações",2
4618-4/99,Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente,2
4619-2/00,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,2
4621-4/00,Comércio atacadista de café em grão,2
4622-2/00,Comércio atacadista de soja,2
4623-1/01,Comércio atacadista de animais vivos,2
4623-1/02,"Comércio atacadista de couros, lãs, peles e outros subprodutos não comestíveis de origem animal",2
4623-1/03,Comércio atacadista de algodão,2
4623-1/04,Comércio atacadista de fumo em folha não beneficiado,2
4623-1/05,Comércio atacadista de cacau,2
4623-1/06,"Comércio atacadista de sementes, flores, plantas e gramas",2
4623-1/07,Comércio atacadista de sisal,2
4623-1/08,Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada,2
4623-1/09,Comércio atacadista de alimentos para animais,2
4623-1/99,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,2
4631-1/00,Comércio atacadista de leite e laticínios,2
4632-0/01,Comércio atacadista de cereais e leguminosas beneficiados,2
4632-0/02,"Comércio atacadista de farinhas, amidos e féculas",2
4632-0/03,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada",2
4633-8/01,"Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos",2
4633-8/02,Comércio atacadista de aves vivas e ovos,2
4633-8/03,Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação,2
4634-6/01,Comércio atacadista de carnes bovinas e suínas e derivados,2
4634-6/02,Comércio atacadista de aves abatidas e derivados,2
4634-6/03,Comércio atacadista de pescados e frutos do mar,2
4634-6/99,Comércio atacadista de carnes e derivados de outros animais,2
4635-4/01,Comércio atacadista de água mineral,2
4635-4/02,"Comércio atacadista de cerveja, chope e refrigerante",2
4635-4/03,Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada,2
4635-4/99,Comércio atacadista de bebidas não especificadas anteriormente,2
4636-2/01,Comércio atacadista de fumo beneficiado,2
4636-2/02,"Comércio atacadista de cigarros, cigarrilhas e charutos",2
4637-1/01,"Comércio atacadista de café torrado, moído e solúvel",2
4637-1/02,Comércio atacadista de açúcar,2
4637-1/03,Comércio atacadista de óleos e gorduras,2
4637-1/04,"Comércio atacadista de pães, bolos, biscoitos e similares",2
4637-1/05,Comércio atacadista de massas alimentícias,2
4637-1/06,Comércio atacadista de sorvetes,2
4637-1/07,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",2
4637-1/99,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,2
4639-7/01,Comércio atacadista de produtos alimentícios em geral,2
4639-7/02,"Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada",2
4641-9/01,Comércio atacadista de tecidos,2
4641-9/02,"Comércio atacadista de artigos de cama, mesa e banho",2
4641-9/03,Comércio atacadista de artigos de armarinho,2
4642-7/01,"Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança",2
4642-7/02,Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho,2
4643-5/01,Comércio atacadista de calçados,2
4643-5/02,"Comércio atacadista de bolsas, malas e artigos de viagem",2
4644-3/01,Comércio atacadista de medicamentos e drogas de uso humano,2
4644-3/02,Comércio atacadista de medicamentos e drogas de uso veterinário,2
4645-1/01,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",2
4645-1/02,Comércio atacadista de próteses e artigos de ortopedia,2
4645-1/03,Comércio atacadista de produtos odontológicos,2
4646-0/01,Comércio atacadista de cosméticos e produtos de perfumaria,2
4646-0/02,Comércio atacadista de produtos de higiene pessoal,2
4647-8/01,Comércio atacadista de artigos de escritório e de papelaria,2
4647-8/02,"Comércio atacadista de livros, jornais e outras publicações",2
4649-4/01,Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico,2
4649-4/02,Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico,2
4649-4/03,"Comércio atacadista de bicicletas, triciclos e outros veículos recreativos",2
4649-4/04,Comércio atacadista de móveis e artigos de colchoaria,2
4649-4/05,Comércio atacadista de artigos de tapeçaria; persianas e cortinas,2
4649-4/06,"Comércio atacadista de lustres, luminárias e abajures",2
4649-4/07,"Comércio atacadista de filmes, CDs, DVDs, fitas e discos",2
4649-4/08,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar",2
4649-4/09,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada",2
4649-4/10,"Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas",2
4649-4/99,Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,2
4651-6/01,Comércio atacadista de equipamentos de informática,3
4651-6/02,Comércio atacadista de suprimentos para informática,3
4652-4/00,Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação,3
4661-3/00,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças",3
4662-1/00,"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças",3
4663-0/00,Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças,3
4664-8/00,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças",3
4665-6/00,Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças,3
4669-9/01,Comércio atacadista de bombas e compressores; partes e peças,3
4669-9/99,Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças,3
4671-1/00,Comércio atacadista de madeira e produtos derivados,3
4672-9/00,Comércio atacadista de ferragens e ferramentas,3
4673-7/00,Comércio atacadista de material elétrico,3
4674-5/00,Comércio atacadista de cimento,3
4679-6/01,"Comércio atacadista de tintas, vernizes e similares",3
4679-6/02,Comércio atacadista de mármores e granitos,3
4679-6/03,"Comércio atacadista de vidros, espelhos e vitrais",3
4679-6/04,Comércio atacadista especializado de materiais de construção não especificados anteriormente,3
4679-6/99,Comércio atacadista de materiais de construção em geral,3
4681-8/01,"Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (TRR)",3
4681-8/02,Comércio atacadista de combustíveis realizado por transportador retalhista (TRR),3
4681-8/03,"Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante",3
4681-8/04,Comércio atacadista de combustíveis de origem mineral em bruto,3
4681-8/05,Comércio atacadista de lubrificantes,3
4682-6/00,Comércio atacadista de gás liquefeito de petróleo (GLP),3
4683-4/00,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo",3
4684-2/01,Comércio atacadista de resinas e elastômeros,3
4684-2/02,Comércio atacadista de solventes,3
4684-2/99,Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente,3
4685-1/00,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção",3
4686-9/01,Comércio atacadista de papel e papelão em bruto,3
4686-9/02,Comércio atacadista de embalagens,3
4687-7/01,Comércio atacadista de resíduos de papel e papelão,3
4687-7/02,"Comércio atacadista de resíduos e sucatas não metálicos, exceto de papel e papelão",3
4687-7/03,Comércio atacadista de resíduos e sucatas metálicos,3
4689-3/01,"Comércio atacadista de produtos da extração mineral, exceto combustíveis",3
4689-3/02,Comércio atacadista de fios e fibras beneficiados,3
4689-3/99,Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente,3
4691-5/00,"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios",2
4692-3/00,"Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários",2
4693-1/00,"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",2
4711-3/01,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",2
4711-3/02,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",2
4712-1/00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",2
4713-0/02,"Lojas de variedades, exceto lojas de departamentos ou magazines",2
4713-0/04,"Lojas de departamentos ou magazines, exceto lojas francas (Duty free)",2
4713-0/05,"Lojas francas (Duty Free) de aeroportos, portos e em fronteiras terrestres",2
4721-1/02,Padaria e confeitaria com predominância de revenda,2
4721-1/03,Comércio varejista de laticínios e frios,2
4721-1/04,"Comércio varejista de doces, balas, bombons e semelhantes",2
4722-9/01,Comércio varejista de carnes - açougues,3
4722-9/02,Peixaria,3
4723-7/00,Comércio varejista de bebidas,2
4724-5/00,Comércio varejista de hortifrutigranjeiros,2
4729-6/01,Tabacaria,2
4729-6/02,Comércio varejista de mercadorias em lojas de conveniência,2
4729-6/99,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,2
4731-8/00,Comércio varejista de combustíveis para veículos automotores,3
4732-6/00,Comércio varejista de lubrificantes,3
4741-5/00,Comércio varejista de tintas e materiais para pintura,2
4742-3/00,Comércio varejista de material elétrico,1
4743-1/00,Comércio varejista de vidros,2
4744-0/01,Comércio varejista de ferragens e ferramentas,2
4744-0/02,Comércio varejista de madeira e artefatos,2
4744-0/03,Comércio varejista de materiais hidráulicos,2
4744-0/04,"Comércio varejista de cal, areia, pedra britada, tijolos e telhas",2
4744-0/05,Comércio varejista de materiais de construção não especificados anteriormente,2
4744-0/06,Comércio varejista de pedras para revestimento,2
4744-0/99,Comércio varejista de materiais de construção em geral,2
4751-2/01,Comércio varejista especializado de equipamentos e suprimentos de informática,1
4751-2/02,Recarga de cartuchos para equipamentos de informática,1
4752-1/00,Comércio varejista especializado de equipamentos de telefonia e comunicação,1
4753-9/00,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,1
4754-7/01,Comércio varejista de móveis,1
4754-7/02,Comércio varejista de artigos de colchoaria,1
4754-7/03,Comércio varejista de artigos de iluminação,1
4755-5/01,Comércio varejista de tecidos,1
4755-5/02,Comercio varejista de artigos de armarinho,1
4755-5/03,"Comercio varejista de artigos de cama, mesa e banho",1
4756-3/00,Comércio varejista especializado de instrumentos musicais e acessórios,1
4757-1/00,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação",1
4759-8/01,"Comércio varejista de artigos de tapeçaria, cortinas e persianas",1
4759-8/99,Comércio varejista de outros artigos de uso doméstico não especificados anteriormente,1
4761-0/01,Comércio varejista de livros,1
4761-0/02,Comércio varejista de jornais e revistas,1
4761-0/03,Comércio varejista de artigos de papelaria,1
4762-8/00,"Comércio varejista de discos, CDs, DVDs e fitas",1
4763-6/01,Comércio varejista de brinquedos e artigos recreativos,1
4763-6/02,Comércio varejista de artigos esportivos,1
4763-6/03,Comércio varejista de bicicletas e triciclos; peças e acessórios,1
4763-6/04,"Comércio varejista de artigos de caça, pesca e camping",1
4763-6/05,Comércio varejista de embarcações e outros veículos recreativos; peças e acessórios,1
4771-7/01,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",2
4771-7/02,"Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas",2
4771-7/03,Comércio varejista de produtos farmacêuticos homeopáticos,2
4771-7/04,Comércio varejista de medicamentos veterinários,2
4772-5/00,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",1
4773-3/00,Comércio varejista de artigos médicos e ortopédicos,1
4774-1/00,Comércio varejista de artigos de óptica,1
4781-4/00,Comércio varejista de artigos do vestuário e acessórios,1
4782-2/01,Comércio varejista de calçados,1
4782-2/02,Comércio varejista de artigos de viagem,1
4783-1/01,Comércio varejista de artigos de joalheria,1
4783-1/02,Comércio varejista de artigos de relojoaria,1
4784-9/00,Comércio varejista de gás liqüefeito de petróleo (GLP),3
4785-7/01,Comércio varejista de antiguidades,2
4785-7/99,Comércio varejista de outros artigos usados,2
4789-0/01,"Comércio varejista de suvenires, bijuterias e artesanatos",1
4789-0/02,Comércio varejista de plantas e flores naturais,1
4789-0/03,Comércio varejista de objetos de arte,1
4789-0/04,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,1
4789-0/05,Comércio varejista de produtos saneantes domissanitários,1
4789-0/06,Comércio varejista de fogos de artifício e artigos pirotécnicos,1
4789-0/07,Comércio varejista de equipamentos para escritório,1
4789-0/08,Comércio varejista de artigos fotográficos e para filmagem,1
4789-0/09,Comércio varejista de armas e munições,1
